timestamp_utc,run_name,host,platform,python,torch,cuda_available,gpu_name,device,train_dataset,train_data_dir,val_dataset,val_data_dir,model,batch_size,precision,num_workers,train_dataset_size,train_samples_measured,train_samples_total_with_warmup,val_dataset_size,warmup_iterations,iterations,avg_iter_s,median_iter_s,p90_iter_s,images_per_s,avg_loss,peak_gpu_mem_mb,gpu_util_mean_pct,gpu_mem_util_mean_pct,gpu_temp_mean_c,total_cpu_time_us,total_cuda_time_us,total_flops,achieved_tflops,params_count,params_size_mb_fp32,approx_step_bytes,approx_operational_intensity_flops_per_byte,val_loss,val_top1_acc,val_top5_acc,val_samples,val_batches,val_max_batches,fallback_used,fallback_reason,wall_clock_run_s
2026-03-23T23:49:14.038434+00:00,baseline_quickcheck,Himanshus-MacBook-Air,macOS-26.3.1-arm64-arm-64bit-Mach-O,3.14.0,2.11.0,False,cpu-only,cpu,fake,,real,imagenet_subset/val,resnet50,8,fp32,2,256,64,80,10000,2,8,0.34095017713843845,0.34011739600100555,0.3458606250351295,23.463838814055528,9.888194918632507,0.0,nan,nan,nan,14700053.121000046,0.0,654924840960.0,0.24011017036884988,25557032,97.49234008789062,311501280,262.80985143945475,213.5418472290039,0.0,0.0,64.0,8.0,8,False,,9.575603
